Mapped labels: spam->1, ham->0.
Removed stopwords: english.
Vectorized data with count BoW.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
         7           0.5001           31.29s
         8           0.4841           31.09s
         9           0.4745           30.55s
        10           0.4638           30.19s
        20           0.3764           29.69s
        30           0.3417           26.03s
        40           0.3110           22.00s
        50           0.2803           18.24s
        60           0.2575           14.58s
        70           0.2418           10.98s
        80           0.2221            7.32s
        90           0.2047            3.67s
       100           0.1910            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6374           37.52s
         2           0.6042           37.51s
         3           0.5762           39.38s
         4           0.5579           39.99s
         5           0.5386           40.00s
         6           0.5235           39.86s
         7           0.5084           40.78s
         8           0.4905           41.20s
         9           0.4768           40.81s
        10           0.4649           43.33s
        20           0.3886           42.85s
        30           0.3497           36.02s
        40           0.3178           29.04s
        50           0.2878           23.25s
        60           0.2652           18.14s
        70           0.2506           13.26s
        80           0.2307            8.62s
        90           0.2174            4.23s
       100           0.2044            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6380            5.75m
         2           0.6047            5.73m
         3           0.5784            5.77m
         4           0.5538            5.70m
         5           0.5352            5.60m
         6           0.5185            5.56m
         7           0.5001            5.62m
         8           0.4841            5.92m
         9           0.4745            6.23m
        10           0.4638            6.31m
        20           0.3764            6.99m
        30           0.3417            6.92m
        40           0.3100            6.58m
        50           0.2808            6.40m
        60           0.2587            6.24m
        70           0.2416            6.10m
        80           0.2218            6.04m
        90           0.2047            5.90m
       100           0.1912            5.88m
       200           0.0990            5.29m
       300           0.0547            4.60m
       400           0.0312            3.88m
       500           0.0179            3.25m
       600           0.0107            2.59m
       700           0.0064            1.94m
       800           0.0038            1.29m
       900           0.0023           37.97s
      1000           0.0014            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6032           10.40m
         2           0.5534            8.15m
         3           0.5201            7.36m
         4           0.4918            7.18m
         5           0.4704            6.85m
         6           0.4433            6.75m
         7           0.4349            6.61m
         8           0.4139            6.44m
         9           0.3997            6.39m
        10           0.3855            6.27m
        20           0.3176            6.06m
        30           0.2738            6.24m
        40           0.2236            6.03m
        50           0.1970            5.81m
        60           0.1726            5.73m
        70           0.1477            5.63m
        80           0.1313            5.53m
        90           0.1145            5.59m
       100           0.1047            5.53m
       200           0.0335            5.09m
       300           0.0113            4.33m
       400           0.0041            3.65m
       500           0.0015            2.98m
       600           0.0006            2.26m
       700           0.0002            1.61m
       800           0.0001            1.03m
       900           0.0000           29.76s
      1000           0.0000            0.00s
       700           0.0002            1.58m
       800           0.0001            1.01m
       900           0.0000           29.31s
      1000           0.0000            0.00s
       600           0.0009            2.14m
       700           0.0004            1.52m
       800           0.0002           58.63s
       900           0.0001           28.34s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7154            3.07m
         2           0.6729            2.80m
         3           0.6402            3.01m
         4           0.6134            3.05m
         5           0.5901            3.10m
         6           0.5734            3.20m
         7           0.5519            3.29m
         8           0.5342            3.26m
         9           0.5199            3.34m
        10           0.5054            3.34m
        20           0.4108            3.20m
        30           0.3491            2.96m
        40           0.3080            2.87m
        50           0.2790            2.97m
        60           0.2504            2.81m
        70           0.2282            2.73m
        80           0.2093            2.67m
        90           0.1953            2.66m
       100           0.1749            2.68m
       200           0.1096            2.06m
       300           0.0790            1.32m
       400           0.0593           38.76s
       500           0.0456            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6629            5.69m
         2           0.6482            5.81m
         3           0.6327            5.76m
         4           0.6193            5.92m
         5           0.6060            5.90m
         6           0.5952            6.33m
         7           0.5836            6.71m
         8           0.5737            6.79m
         9           0.5642            6.95m
        10           0.5553            6.91m
        20           0.4856            6.40m
        30           0.4375            6.22m
        40           0.4024            6.42m
        50           0.3753            6.16m
        60           0.3574            6.10m
        70           0.3421            6.17m
        80           0.3285            6.01m
        90           0.3168            5.90m
       100           0.3074            5.84m
       200           0.2205            5.05m
       300           0.1631            4.38m
       400           0.1240            3.86m
       500           0.0961            3.18m
       600           0.0757            2.52m
       700           0.0597            1.89m
       800           0.0472            1.28m
       900           0.0376           38.30s
      1000           0.0301            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6376            6.11m
         2           0.6063            5.87m
         3           0.5785            6.12m
         4           0.5549            6.13m
         5           0.5368            6.27m
         6           0.5218            6.41m
         7           0.5037            6.24m
         8           0.4915            6.17m
         9           0.4777            6.43m
        10           0.4652            6.63m
        20           0.3888            6.92m
        30           0.3545            6.51m
        40           0.3195            6.27m
        50           0.2932            6.16m
        60           0.2722            5.92m
        70           0.2554            5.80m
        80           0.2338            5.68m
        90           0.2206            5.60m
       100           0.2068            5.52m
       200           0.1154            5.08m
       300           0.0665            4.39m
       400           0.0402            3.78m
       500           0.0244            3.11m
       600           0.0147            2.48m
       700           0.0090            1.82m
       800           0.0056            1.21m
       900           0.0035           36.79s
      1000           0.0022            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6069            6.99m
         2           0.5628            6.83m
         3           0.5296            6.95m
         4           0.5023            7.43m
         5           0.4800            7.71m
         6           0.4603            7.49m
         7           0.4423            7.47m
         8           0.4237            7.35m
         9           0.4097            7.12m
        10           0.3959            6.95m
        20           0.3384            6.34m
        30           0.2847            6.37m
        40           0.2546            6.33m
        50           0.2229            6.44m
        60           0.1919            6.56m
        70           0.1742            6.52m
        80           0.1500            6.51m
        90           0.1375            6.48m
       100           0.1224            6.43m
       200           0.0443            5.90m
       300           0.0169            4.89m
       400           0.0065            3.77m
       500           0.0026            2.88m
       600           0.0011            2.15m
       700           0.0005            1.54m
       800           0.0002           58.77s
       900           0.0001           27.78s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7191            2.60m
         2           0.6756            3.11m
         3           0.6436            3.13m
         4           0.6183            3.20m
         5           0.5929            3.24m
         6           0.5734            3.38m
         7           0.5551            3.40m
         8           0.5386            3.44m
         9           0.5219            3.39m
        10           0.5065            3.33m
        20           0.4075            3.15m
        30           0.3442            2.92m
        40           0.3012            2.93m
        50           0.2722            2.92m
        60           0.2477            2.84m
        70           0.2229            2.87m
        80           0.2042            2.92m
        90           0.1777            2.90m
       100           0.1648            2.91m
       200           0.1025            2.10m
       300           0.0734            1.36m
       400           0.0550           39.87s
       500           0.0424            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6623            5.55m
         2           0.6457            5.53m
         3           0.6306            5.68m
         4           0.6178            5.74m
         5           0.6065            5.85m
         6           0.5954            5.96m
         7           0.5840            6.26m
         8           0.5750            6.18m
         9           0.5660            6.07m
        10           0.5584            6.09m
        20           0.4898            6.02m
        30           0.4471            5.91m
        40           0.4134            6.09m
        50           0.3863            5.94m
        60           0.3659            5.79m
        70           0.3508            5.73m
        80           0.3388            5.64m
        90           0.3261            5.53m
       100           0.3156            5.45m
       200           0.2292            4.93m
       300           0.1771            4.31m
       400           0.1391            3.73m
       500           0.1108            3.09m
       600           0.0894            2.49m
       700           0.0723            1.88m
       800           0.0584            1.27m
       900           0.0473           38.04s
      1000           0.0386            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6390            7.07m
         2           0.6103            6.67m
         3           0.5836            6.42m
         4           0.5646            6.39m
         5           0.5491            6.35m
         6           0.5296            6.32m
         7           0.5136            6.42m
         8           0.4971            6.27m
         9           0.4838            6.15m
        10           0.4735            6.12m
        20           0.3925            6.09m
        30           0.3564            6.03m
        40           0.3251            5.88m
        50           0.3052            5.89m
        60           0.2848            5.97m
        70           0.2625            5.84m
        80           0.2481            5.77m
        90           0.2313            5.69m
       100           0.2162            5.59m
       200           0.1200            5.11m
       300           0.0716            4.43m
       400           0.0432            3.77m
       500           0.0261            3.16m
       600           0.0160            2.51m
       700           0.0096            1.88m
       800           0.0060            1.24m
       900           0.0038           37.32s
      1000           0.0024            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6041            7.51m
         2           0.5556            7.72m
         3           0.5288            7.97m
         4           0.4971            7.88m
         5           0.4769            8.50m
         6           0.4515            8.21m
         7           0.4317            8.17m
         8           0.4206            8.09m
         9           0.4067            8.11m
        10           0.3901            8.13m
        20           0.3334            7.80m
        30           0.2707            7.76m
        40           0.2387            7.53m
        50           0.2169            7.32m
        60           0.1877            7.26m
        70           0.1668            7.14m
        80           0.1416            7.08m
        90           0.1292            7.03m
       100           0.1170            7.00m
       200           0.0421            6.16m
       300           0.0155            4.83m
       400           0.0061            3.71m
       500           0.0024            2.83m
       600           0.0010            2.12m
       700           0.0004            1.52m
       800           0.0002           57.75s
       900           0.0001           27.24s
      1000           0.0000            0.00s

Removing data/processed/*
Removing data/split/train/*
Removing data/split/test/*
Processed and split data files removed.

