Mapped labels: spam->1, ham->0.
Removed stopwords: english.
Vectorized data with TF-IDF.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
      Iter       Train Loss   Remaining Time 
         1           0.6397           24.48s
         2           0.6066           24.34s
         3           0.5785           24.37s
         4           0.5542           24.30s
         5           0.5350           24.80s
         6           0.5183           24.66s
         7           0.5008           24.32s
         8           0.4828           23.92s
         9           0.4722           23.61s
        10           0.4621           23.29s
        20           0.3747           21.68s
        30           0.3401           18.89s
        40           0.3072           16.05s
        50           0.2791           13.48s
        60           0.2585           10.64s
        70           0.2443            7.93s
        80           0.2230            5.27s
        90           0.2046            2.67s
       100           0.1926            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6390            2.03m
         2           0.6106            2.11m
         3           0.5838            2.10m
         4           0.5632            2.09m
         5           0.5435            2.08m
         6           0.5291            2.08m
         7           0.5120            2.07m
         8           0.4949            2.07m
         9           0.4839            2.06m
        10           0.4738            2.06m
        20           0.3897            2.06m
        30           0.3519            2.09m
        40           0.3235            2.08m
        50           0.2998            2.01m
        60           0.2802            1.93m
        70           0.2584            1.87m
        80           0.2459            1.82m
        90           0.2266            1.77m
       100           0.2125            1.73m
       200           0.1121            1.30m
       300           0.0627           53.03s
       400           0.0353           26.74s
       500           0.0210            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5610            2.11m
         2           0.4450            2.07m
         3           0.3732            2.06m
         4           0.3265            2.05m
         5           0.2852            2.04m
         6           0.2581            2.21m
         7           0.2412            2.33m
         8           0.2249            2.36m
         9           0.2125            2.35m
        10           0.2009            2.32m
        20           0.1142            2.31m
        30           0.0691            2.19m
        40           0.0493            2.10m
        50           0.0372            2.02m
        60           0.0297            1.99m
        70           0.0238            1.95m
        80           0.0194            1.91m
        90           0.0166            1.89m
       100           0.0139            1.84m
       200           0.0030            1.35m
       300           0.0006           53.88s
       400           0.0002           27.43s
       500           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6036           28.39s
         2           0.5607           28.13s
         3           0.5247           30.79s
         4           0.4901           28.91s
         5           0.4701           27.68s
         6           0.4500           26.79s
         7           0.4342           26.04s
         8           0.4131           25.46s
         9           0.3972           24.92s
        10           0.3854           24.46s
        20           0.3269           21.13s
        30           0.2624           19.29s
        40           0.2301           16.85s
        50           0.2046           13.95s
        60           0.1748           11.43s
        70           0.1585            8.47s
        80           0.1368            5.58s
        90           0.1259            2.77s
       100           0.1094            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6038            4.35m
         2           0.5612            4.35m
         3           0.5282            4.38m
         4           0.4945            4.34m
         5           0.4711            4.58m
         6           0.4458            4.67m
         7           0.4351            4.60m
         8           0.4170            4.55m
         9           0.4032            4.49m
        10           0.3895            4.45m
        20           0.3240            4.59m
        30           0.2722            4.37m
        40           0.2388            4.33m
        50           0.2133            4.27m
        60           0.1786            4.26m
        70           0.1622            4.20m
        80           0.1428            4.19m
        90           0.1263            4.12m
       100           0.1116            4.06m
       200           0.0370            3.57m
       300           0.0126            3.13m
       400           0.0043            2.67m
       500           0.0016            2.15m
       600           0.0006            1.63m
       700           0.0002            1.17m
       800           0.0001           44.55s
       900           0.0000           21.48s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7165            1.90m
         2           0.6738            2.06m
         3           0.6421            2.15m
         4           0.6129            2.11m
         5           0.5907            2.14m
         6           0.5692            2.20m
         7           0.5494            2.19m
         8           0.5325            2.18m
         9           0.5173            2.24m
        10           0.5020            2.29m
        20           0.4007            2.16m
        30           0.3396            2.11m
        40           0.2969            2.05m
        50           0.2659            1.97m
        60           0.2403            1.91m
        70           0.2182            1.85m
        80           0.1994            1.81m
        90           0.1744            1.76m
       100           0.1610            1.73m
       200           0.0996            1.31m
       300           0.0712           52.83s
       400           0.0527           26.71s
       500           0.0396            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6637            4.19m
         2           0.6466            4.28m
         3           0.6313            4.35m
         4           0.6179            4.44m
         5           0.6071            4.37m
         6           0.5944            4.32m
         7           0.5831            4.63m
         8           0.5728            4.58m
         9           0.5646            4.53m
        10           0.5558            4.48m
        20           0.4858            4.29m
        30           0.4387            4.23m
        40           0.4008            4.22m
        50           0.3728            4.20m
        60           0.3544            4.17m
        70           0.3392            4.09m
        80           0.3266            4.07m
        90           0.3152            4.03m
       100           0.3043            3.99m
       200           0.2197            3.56m
       300           0.1637            3.12m
       400           0.1239            2.67m
       500           0.0953            2.22m
       600           0.0736            1.77m
       700           0.0573            1.33m
       800           0.0449           52.96s
       900           0.0354           26.49s
      1000           0.0278            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6375            4.21m
         2           0.6063            4.73m
         3           0.5788            4.52m
         4           0.5553            4.48m
         5           0.5370            4.41m
         6           0.5205            4.36m
         7           0.5068            4.35m
         8           0.4911            4.33m
         9           0.4786            4.31m
        10           0.4679            4.30m
        20           0.3890            4.51m
        30           0.3502            4.58m
        40           0.3161            4.56m
        50           0.2902            4.37m
        60           0.2717            4.28m
        70           0.2539            4.17m
        80           0.2312            4.16m
        90           0.2189            4.14m
       100           0.2044            4.15m
       200           0.1097            3.66m
       300           0.0606            3.15m
       400           0.0345            2.70m
       500           0.0202            2.24m
       600           0.0116            1.81m
       700           0.0068            1.36m
       800           0.0041           54.38s
       900           0.0024           27.15s
      1000           0.0014            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6036            4.79m
         2           0.5607            4.40m
         3           0.5247            4.37m
         4           0.4901            4.33m
         5           0.4701            4.32m
         6           0.4500            4.29m
         7           0.4342            4.27m
         8           0.4131            4.26m
         9           0.3972            4.25m
        10           0.3854            4.24m
        20           0.3269            4.15m
        30           0.2671            4.12m
        40           0.2310            4.06m
        50           0.2038            4.01m
        60           0.1759            3.97m
        70           0.1602            3.92m
        80           0.1367            3.88m
        90           0.1262            3.84m
       100           0.1082            3.79m
       200           0.0335            3.35m
       300           0.0116            2.90m
       400           0.0041            2.33m
       500           0.0015            1.85m
       600           0.0006            1.40m
       700           0.0002            1.01m
       800           0.0001           39.56s
       900           0.0000           19.40s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.7132            2.05m
         2           0.6705            2.02m
         3           0.6384            2.06m
         4           0.6117            2.10m
         5           0.5877            2.08m
         6           0.5670            2.15m
         7           0.5486            2.17m
         8           0.5295            2.14m
         9           0.5151            2.25m
        10           0.5007            2.29m
        20           0.4066            2.12m
        30           0.3459            2.09m
        40           0.3033            2.08m
        50           0.2701            1.99m
        60           0.2458            1.99m
        70           0.2244            1.96m
        80           0.2065            1.91m
        90           0.1906            1.85m
       100           0.1693            1.81m
       200           0.1039            1.33m
       300           0.0743           52.55s
       400           0.0553           26.88s
       500           0.0417            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6627            4.27m
         2           0.6475            4.15m
         3           0.6320            4.13m
         4           0.6191            4.10m
         5           0.6069            4.10m
         6           0.5948            4.16m
         7           0.5841            4.18m
         8           0.5741            4.14m
         9           0.5642            4.09m
        10           0.5566            4.17m
        20           0.4892            4.19m
        30           0.4439            4.13m
        40           0.4109            4.05m
        50           0.3839            4.05m
        60           0.3632            4.02m
        70           0.3497            3.95m
        80           0.3381            3.94m
        90           0.3283            4.03m
       100           0.3178            3.95m
       200           0.2317            3.59m
       300           0.1764            3.12m
       400           0.1361            2.67m
       500           0.1067            2.22m
       600           0.0848            1.78m
       700           0.0670            1.33m
       800           0.0534           53.12s
       900           0.0425           26.52s
      1000           0.0342            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6390            4.10m
         2           0.6106            4.14m
         3           0.5838            4.61m
         4           0.5632            4.50m
         5           0.5435            4.45m
         6           0.5291            4.44m
         7           0.5120            4.41m
         8           0.4949            4.38m
         9           0.4840            4.36m
        10           0.4738            4.33m
        20           0.3897            4.58m
        30           0.3519            4.67m
        40           0.3235            4.63m
        50           0.2998            4.49m
        60           0.2803            4.48m
        70           0.2584            4.45m
        80           0.2459            4.41m
        90           0.2268            4.33m
       100           0.2125            4.29m
       200           0.1155            3.64m
       300           0.0641            3.15m
       400           0.0376            2.69m
       500           0.0217            2.25m
       600           0.0132            1.81m
       700           0.0078            1.35m
       800           0.0047           53.84s
       900           0.0028           26.91s
      1000           0.0017            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6069            6.83m
         2           0.5627            5.64m
         3           0.5295            5.31m
         4           0.5022            5.15m
         5           0.4790            4.99m
         6           0.4595            4.90m
         7           0.4355            4.81m
         8           0.4191            4.80m
         9           0.4105            4.79m
        10           0.3956            4.76m
        20           0.3407            4.54m
        30           0.2839            4.51m
        40           0.2488            4.42m
        50           0.2191            4.36m
        60           0.1903            4.29m
        70           0.1696            4.26m
        80           0.1471            4.19m
        90           0.1328            4.16m
       100           0.1166            4.10m
       200           0.0398            3.60m
       300           0.0140            3.06m
       400           0.0050            2.42m
       500           0.0019            1.90m
       600           0.0007            1.44m
       700           0.0003            1.03m
       800           0.0001           40.33s
       900           0.0000           19.70s
      1000           0.0000            0.00s

Removing data/processed/*
Removing data/split/train/*
Removing data/split/test/*
Processed and split data files removed.

